genes,yellow,blue,white,cyan,royalblue,orange,turquoise,brown,darkgrey,magenta,salmon,grey60,red,lightcyan,purple,black,darkred,darkturquoise,lightyellow,darkorange,greenyellow,pink,green,tan,grey
miRNA_ENSG00000266802.1__23057903__23057933,cor=0.2011;p-value=0.5775,cor=0.2263;p-value=0.5296,cor=0.1498;p-value=0.6795,cor=0.654;p-value=0.0403,cor=0.368;p-value=0.2955,cor=-0.0954;p-value=0.7932,cor=0.1556;p-value=0.6678,cor=0.7503;p-value=0.0124,cor=0.7962;p-value=0.0059,cor=0.9481;p-value=0,cor=0.7134;p-value=0.0205,cor=0.3228;p-value=0.3629,cor=0.0997;p-value=0.784,cor=0.1165;p-value=0.7486,cor=-0.2536;p-value=0.4795,cor=-0.4528;p-value=0.1889,cor=-0.9148;p-value=2e-04,cor=-0.5601;p-value=0.0922,cor=-0.7735;p-value=0.0087,cor=-0.5496;p-value=0.0998,cor=-0.4342;p-value=0.2099,cor=-0.1875;p-value=0.6039,cor=-0.3181;p-value=0.3704,cor=-0.7015;p-value=0.0238,cor=-0.8022;p-value=0.0052
miRNA_ENSG00000266802.1__23057933__23057934,cor=0.4328;p-value=0.2116,cor=0.7851;p-value=0.0071,cor=0.6244;p-value=0.0536,cor=0.7438;p-value=0.0137,cor=0.7132;p-value=0.0206,cor=0.0689;p-value=0.8501,cor=0.0261;p-value=0.9429,cor=-0.223;p-value=0.5357,cor=0.0441;p-value=0.9037,cor=0.2178;p-value=0.5455,cor=0.243;p-value=0.4988,cor=0.7566;p-value=0.0113,cor=0.2824;p-value=0.4292,cor=-0.7758;p-value=0.0083,cor=-0.248;p-value=0.4896,cor=-0.2259;p-value=0.5303,cor=-0.0945;p-value=0.795,cor=-0.4749;p-value=0.1654,cor=-0.642;p-value=0.0454,cor=-0.4688;p-value=0.1717,cor=-0.2489;p-value=0.4881,cor=-0.2428;p-value=0.4991,cor=-0.0856;p-value=0.8141,cor=-0.5074;p-value=0.1344,cor=-0.5571;p-value=0.0944
miRNA_ENSG00000264926.1__23929100__23929130,cor=0.5942;p-value=0.0701,cor=0.5077;p-value=0.1341,cor=0.8335;p-value=0.0027,cor=0.8347;p-value=0.0027,cor=0.9727;p-value=0,cor=0.3896;p-value=0.2657,cor=0.5327;p-value=0.1129,cor=-0.247;p-value=0.4914,cor=0.3666;p-value=0.2975,cor=0.2747;p-value=0.4425,cor=-0.0862;p-value=0.8129,cor=0.2932;p-value=0.4109,cor=-0.1649;p-value=0.6489,cor=-0.5821;p-value=0.0775,cor=-0.2097;p-value=0.561,cor=-0.0635;p-value=0.8617,cor=-0.0585;p-value=0.8724,cor=-0.1165;p-value=0.7486,cor=-0.4414;p-value=0.2016,cor=-0.3676;p-value=0.296,cor=-0.0954;p-value=0.7933,cor=-0.2652;p-value=0.459,cor=-0.387;p-value=0.2693,cor=-0.6026;p-value=0.0652,cor=-0.5641;p-value=0.0894
miRNA_ENSG00000264926.1__23929115__23929145,cor=0.5942;p-value=0.0701,cor=0.5077;p-value=0.1341,cor=0.8335;p-value=0.0027,cor=0.8347;p-value=0.0027,cor=0.9727;p-value=0,cor=0.3896;p-value=0.2657,cor=0.5327;p-value=0.1129,cor=-0.247;p-value=0.4914,cor=0.3666;p-value=0.2975,cor=0.2747;p-value=0.4425,cor=-0.0862;p-value=0.8129,cor=0.2932;p-value=0.4109,cor=-0.1649;p-value=0.6489,cor=-0.5821;p-value=0.0775,cor=-0.2097;p-value=0.561,cor=-0.0635;p-value=0.8617,cor=-0.0585;p-value=0.8724,cor=-0.1165;p-value=0.7486,cor=-0.4414;p-value=0.2016,cor=-0.3676;p-value=0.296,cor=-0.0954;p-value=0.7933,cor=-0.2652;p-value=0.459,cor=-0.387;p-value=0.2693,cor=-0.6026;p-value=0.0652,cor=-0.5641;p-value=0.0894
miRNA_ENSG00000264926.1__23929145__23929147,cor=-0.0791;p-value=0.828,cor=-0.1544;p-value=0.6701,cor=-0.4821;p-value=0.1583,cor=-0.4163;p-value=0.2314,cor=-0.2792;p-value=0.4347,cor=-0.5524;p-value=0.0978,cor=-0.165;p-value=0.6487,cor=-0.1099;p-value=0.7624,cor=-0.2887;p-value=0.4185,cor=-0.3055;p-value=0.3906,cor=-0.2752;p-value=0.4416,cor=-0.2504;p-value=0.4854,cor=-0.157;p-value=0.665,cor=-0.0896;p-value=0.8056,cor=-0.0517;p-value=0.8871,cor=-0.1347;p-value=0.7106,cor=0.1551;p-value=0.6688,cor=-0.4919;p-value=0.1487,cor=-0.1857;p-value=0.6075,cor=0.0143;p-value=0.9687,cor=-0.1201;p-value=0.741,cor=-0.0984;p-value=0.7869,cor=0.9896;p-value=0,cor=0.6015;p-value=0.0658,cor=0.4749;p-value=0.1655
miRNA_ENSG00000278034.1__24919345__24919375,cor=0.2357;p-value=0.5122,cor=0.1558;p-value=0.6674,cor=0.3226;p-value=0.3632,cor=0.4131;p-value=0.2355,cor=0.3775;p-value=0.2821,cor=0.3025;p-value=0.3955,cor=0.2005;p-value=0.5785,cor=-0.297;p-value=0.4046,cor=0.0306;p-value=0.9331,cor=0.1666;p-value=0.6456,cor=0.4505;p-value=0.1914,cor=0.7825;p-value=0.0075,cor=0.7803;p-value=0.0077,cor=-0.7312;p-value=0.0163,cor=-0.2725;p-value=0.4462,cor=-0.2835;p-value=0.4273,cor=-0.1624;p-value=0.654,cor=-0.2413;p-value=0.5019,cor=-0.4767;p-value=0.1636,cor=-0.4851;p-value=0.1553,cor=-0.3442;p-value=0.3302,cor=-0.2778;p-value=0.4371,cor=0.1652;p-value=0.6483,cor=-0.3436;p-value=0.331,cor=-0.4731;p-value=0.1673
miRNA_ENSG00000278034.1__24919360__24919390,cor=0.1037;p-value=0.7756,cor=0.6237;p-value=0.054,cor=0.5093;p-value=0.1327,cor=0.5575;p-value=0.0941,cor=0.4214;p-value=0.2252,cor=0.1337;p-value=0.7127,cor=0.1103;p-value=0.7617,cor=-0.314;p-value=0.3769,cor=-0.0074;p-value=0.9837,cor=0.0805;p-value=0.825,cor=0.3181;p-value=0.3704,cor=0.8602;p-value=0.0014,cor=0.5952;p-value=0.0695,cor=-0.6624;p-value=0.0369,cor=0.0654;p-value=0.8575,cor=-0.2868;p-value=0.4217,cor=-0.0604;p-value=0.8684,cor=-0.3896;p-value=0.2658,cor=-0.5567;p-value=0.0946,cor=-0.5597;p-value=0.0925,cor=-0.3277;p-value=0.3552,cor=-0.2941;p-value=0.4095,cor=0.0321;p-value=0.9299,cor=-0.4007;p-value=0.2512,cor=-0.4801;p-value=0.1602
miRNA_ENSG00000278034.1__24919375__24919405,cor=0.3516;p-value=0.3191,cor=0.6027;p-value=0.0652,cor=0.3841;p-value=0.2731,cor=0.368;p-value=0.2955,cor=0.4349;p-value=0.2091,cor=-0.0572;p-value=0.8753,cor=-0.2022;p-value=0.5753,cor=-0.232;p-value=0.519,cor=-0.1735;p-value=0.6317,cor=-0.069;p-value=0.8497,cor=-0.1765;p-value=0.6257,cor=0.185;p-value=0.6089,cor=-0.2463;p-value=0.4928,cor=-0.2267;p-value=0.5288,cor=0.3219;p-value=0.3644,cor=-0.2122;p-value=0.5562,cor=0.1181;p-value=0.7451,cor=-0.0155;p-value=0.966,cor=-0.1282;p-value=0.724,cor=0.0033;p-value=0.9929,cor=0.38;p-value=0.2788,cor=-0.2087;p-value=0.5628,cor=-0.3011;p-value=0.3979,cor=-0.2071;p-value=0.5658,cor=-0.1302;p-value=0.7199
miRNA_ENSG00000278034.1__24919405__24919416,cor=0.3516;p-value=0.3191,cor=0.6027;p-value=0.0652,cor=0.3841;p-value=0.2731,cor=0.368;p-value=0.2955,cor=0.4349;p-value=0.2091,cor=-0.0572;p-value=0.8753,cor=-0.2022;p-value=0.5753,cor=-0.232;p-value=0.519,cor=-0.1735;p-value=0.6317,cor=-0.069;p-value=0.8497,cor=-0.1765;p-value=0.6257,cor=0.185;p-value=0.6089,cor=-0.2463;p-value=0.4928,cor=-0.2267;p-value=0.5288,cor=0.3219;p-value=0.3644,cor=-0.2122;p-value=0.5562,cor=0.1181;p-value=0.7451,cor=-0.0155;p-value=0.966,cor=-0.1282;p-value=0.724,cor=0.0033;p-value=0.9929,cor=0.38;p-value=0.2788,cor=-0.2087;p-value=0.5628,cor=-0.3011;p-value=0.3979,cor=-0.2071;p-value=0.5658,cor=-0.1302;p-value=0.7199
miRNA_ENSG00000264371.1__25023503__25023533,cor=-0.0872;p-value=0.8106,cor=-0.0539;p-value=0.8824,cor=0.4711;p-value=0.1693,cor=0.4089;p-value=0.2407,cor=0.4326;p-value=0.2118,cor=0.405;p-value=0.2456,cor=0.9927;p-value=0,cor=-0.1027;p-value=0.7776,cor=0.6441;p-value=0.0444,cor=0.184;p-value=0.6109,cor=-0.1396;p-value=0.7006,cor=-0.0081;p-value=0.9823,cor=-0.0295;p-value=0.9356,cor=-0.1789;p-value=0.6209,cor=-0.1141;p-value=0.7537,cor=-0.0977;p-value=0.7883,cor=-0.1772;p-value=0.6244,cor=0.0891;p-value=0.8065,cor=-0.1835;p-value=0.6118,cor=-0.221;p-value=0.5395,cor=-0.1231;p-value=0.7348,cor=-0.1525;p-value=0.674,cor=-0.1826;p-value=0.6135,cor=-0.3231;p-value=0.3625,cor=-0.325;p-value=0.3595
miRNA_ENSG00000264371.1__25023518__25023548,cor=-0.0872;p-value=0.8106,cor=-0.0539;p-value=0.8824,cor=0.4711;p-value=0.1693,cor=0.4089;p-value=0.2407,cor=0.4326;p-value=0.2118,cor=0.405;p-value=0.2456,cor=0.9927;p-value=0,cor=-0.1027;p-value=0.7776,cor=0.6441;p-value=0.0444,cor=0.184;p-value=0.6109,cor=-0.1396;p-value=0.7006,cor=-0.0081;p-value=0.9823,cor=-0.0295;p-value=0.9356,cor=-0.1789;p-value=0.6209,cor=-0.1141;p-value=0.7537,cor=-0.0977;p-value=0.7883,cor=-0.1772;p-value=0.6244,cor=0.0891;p-value=0.8065,cor=-0.1835;p-value=0.6118,cor=-0.221;p-value=0.5395,cor=-0.1231;p-value=0.7348,cor=-0.1525;p-value=0.674,cor=-0.1826;p-value=0.6135,cor=-0.3231;p-value=0.3625,cor=-0.325;p-value=0.3595
miRNA_ENSG00000264371.1__25023533__25023563,cor=0.2072;p-value=0.5656,cor=0.7054;p-value=0.0227,cor=0.3596;p-value=0.3075,cor=0.3683;p-value=0.295,cor=0.5044;p-value=0.1371,cor=-0.3472;p-value=0.3257,cor=0.1114;p-value=0.7592,cor=-0.2285;p-value=0.5254,cor=-0.0228;p-value=0.9501,cor=-0.1309;p-value=0.7185,cor=-0.4083;p-value=0.2414,cor=0.0786;p-value=0.8291,cor=-0.4247;p-value=0.2212,cor=-0.5284;p-value=0.1164,cor=-0.2733;p-value=0.4448,cor=-0.0368;p-value=0.9197,cor=0.1963;p-value=0.5867,cor=-0.5607;p-value=0.0918,cor=-0.4125;p-value=0.2361,cor=-0.0813;p-value=0.8233,cor=-0.0978;p-value=0.7881,cor=-0.016;p-value=0.965,cor=0.2993;p-value=0.4008,cor=0.0202;p-value=0.9558,cor=0.0056;p-value=0.9877
miRNA_ENSG00000264371.1__25023548__25023578,cor=0.2072;p-value=0.5656,cor=0.7054;p-value=0.0227,cor=0.3596;p-value=0.3075,cor=0.3683;p-value=0.295,cor=0.5044;p-value=0.1371,cor=-0.3472;p-value=0.3257,cor=0.1114;p-value=0.7592,cor=-0.2285;p-value=0.5254,cor=-0.0228;p-value=0.9501,cor=-0.1309;p-value=0.7185,cor=-0.4083;p-value=0.2414,cor=0.0786;p-value=0.8291,cor=-0.4247;p-value=0.2212,cor=-0.5284;p-value=0.1164,cor=-0.2733;p-value=0.4448,cor=-0.0368;p-value=0.9197,cor=0.1963;p-value=0.5867,cor=-0.5607;p-value=0.0918,cor=-0.4125;p-value=0.2361,cor=-0.0813;p-value=0.8233,cor=-0.0978;p-value=0.7881,cor=-0.016;p-value=0.965,cor=0.2993;p-value=0.4008,cor=0.0202;p-value=0.9558,cor=0.0056;p-value=0.9877
miRNA_ENSG00000283938.1__25906362__25906392,cor=-0.1742;p-value=0.6302,cor=0.808;p-value=0.0047,cor=0.7135;p-value=0.0205,cor=0.6878;p-value=0.0279,cor=0.5417;p-value=0.1058,cor=0.052;p-value=0.8866,cor=0.5863;p-value=0.0748,cor=-0.0854;p-value=0.8146,cor=0.4518;p-value=0.1899,cor=0.1323;p-value=0.7155,cor=-0.1046;p-value=0.7737,cor=0.4021;p-value=0.2493,cor=-0.0683;p-value=0.8513,cor=-0.4478;p-value=0.1943,cor=-0.1516;p-value=0.6758,cor=-0.0969;p-value=0.7899,cor=-0.0877;p-value=0.8097,cor=-0.3174;p-value=0.3715,cor=-0.4598;p-value=0.1812,cor=-0.2915;p-value=0.4139,cor=-0.1021;p-value=0.7789,cor=-0.1687;p-value=0.6412,cor=-0.226;p-value=0.53,cor=-0.4491;p-value=0.1929,cor=-0.4208;p-value=0.2259
miRNA_ENSG00000283938.1__25906377__25906407,cor=-0.1742;p-value=0.6302,cor=0.808;p-value=0.0047,cor=0.7135;p-value=0.0205,cor=0.6878;p-value=0.0279,cor=0.5417;p-value=0.1058,cor=0.052;p-value=0.8866,cor=0.5863;p-value=0.0748,cor=-0.0854;p-value=0.8146,cor=0.4518;p-value=0.1899,cor=0.1323;p-value=0.7155,cor=-0.1046;p-value=0.7737,cor=0.4021;p-value=0.2493,cor=-0.0683;p-value=0.8513,cor=-0.4478;p-value=0.1943,cor=-0.1516;p-value=0.6758,cor=-0.0969;p-value=0.7899,cor=-0.0877;p-value=0.8097,cor=-0.3174;p-value=0.3715,cor=-0.4598;p-value=0.1812,cor=-0.2915;p-value=0.4139,cor=-0.1021;p-value=0.7789,cor=-0.1687;p-value=0.6412,cor=-0.226;p-value=0.53,cor=-0.4491;p-value=0.1929,cor=-0.4208;p-value=0.2259
miRNA_ENSG00000283938.1__25906392__25906422,cor=-0.1742;p-value=0.6302,cor=0.808;p-value=0.0047,cor=0.7135;p-value=0.0205,cor=0.6878;p-value=0.0279,cor=0.5417;p-value=0.1058,cor=0.052;p-value=0.8866,cor=0.5863;p-value=0.0748,cor=-0.0854;p-value=0.8146,cor=0.4518;p-value=0.1899,cor=0.1323;p-value=0.7155,cor=-0.1046;p-value=0.7737,cor=0.4021;p-value=0.2493,cor=-0.0683;p-value=0.8513,cor=-0.4478;p-value=0.1943,cor=-0.1516;p-value=0.6758,cor=-0.0969;p-value=0.7899,cor=-0.0877;p-value=0.8097,cor=-0.3174;p-value=0.3715,cor=-0.4598;p-value=0.1812,cor=-0.2915;p-value=0.4139,cor=-0.1021;p-value=0.7789,cor=-0.1687;p-value=0.6412,cor=-0.226;p-value=0.53,cor=-0.4491;p-value=0.1929,cor=-0.4208;p-value=0.2259
miRNA_ENSG00000283938.1__25906407__25906437,cor=-0.1742;p-value=0.6302,cor=0.808;p-value=0.0047,cor=0.7135;p-value=0.0205,cor=0.6878;p-value=0.0279,cor=0.5417;p-value=0.1058,cor=0.052;p-value=0.8866,cor=0.5863;p-value=0.0748,cor=-0.0854;p-value=0.8146,cor=0.4518;p-value=0.1899,cor=0.1323;p-value=0.7155,cor=-0.1046;p-value=0.7737,cor=0.4021;p-value=0.2493,cor=-0.0683;p-value=0.8513,cor=-0.4478;p-value=0.1943,cor=-0.1516;p-value=0.6758,cor=-0.0969;p-value=0.7899,cor=-0.0877;p-value=0.8097,cor=-0.3174;p-value=0.3715,cor=-0.4598;p-value=0.1812,cor=-0.2915;p-value=0.4139,cor=-0.1021;p-value=0.7789,cor=-0.1687;p-value=0.6412,cor=-0.226;p-value=0.53,cor=-0.4491;p-value=0.1929,cor=-0.4208;p-value=0.2259
miRNA_ENSG00000238705.1__26554542__26554572,cor=-0.2109;p-value=0.5587,cor=-0.1617;p-value=0.6553,cor=6e-04;p-value=0.9986,cor=0.208;p-value=0.5642,cor=-0.0052;p-value=0.9887,cor=0.1485;p-value=0.6823,cor=0.3753;p-value=0.2852,cor=0.212;p-value=0.5566,cor=0.4561;p-value=0.1852,cor=0.3982;p-value=0.2544,cor=0.5167;p-value=0.1262,cor=0.3904;p-value=0.2647,cor=0.5791;p-value=0.0794,cor=0.0717;p-value=0.8439,cor=0.0854;p-value=0.8145,cor=-0.4228;p-value=0.2235,cor=-0.5161;p-value=0.1268,cor=-0.135;p-value=0.71,cor=-0.2504;p-value=0.4854,cor=-0.3277;p-value=0.3554,cor=-0.475;p-value=0.1654,cor=0.172;p-value=0.6347,cor=-0.2093;p-value=0.5617,cor=-0.3181;p-value=0.3704,cor=-0.446;p-value=0.1964
miRNA_ENSG00000238705.1__26554557__26554587,cor=0.2157;p-value=0.5494,cor=0.6276;p-value=0.0521,cor=0.7174;p-value=0.0195,cor=0.9228;p-value=1e-04,cor=0.6586;p-value=0.0384,cor=0.317;p-value=0.3722,cor=0.3539;p-value=0.3157,cor=0.1597;p-value=0.6594,cor=0.5536;p-value=0.0968,cor=0.6259;p-value=0.0529,cor=0.5962;p-value=0.0689,cor=0.8098;p-value=0.0045,cor=0.4432;p-value=0.1996,cor=-0.5061;p-value=0.1356,cor=-0.2534;p-value=0.4799,cor=-0.2007;p-value=0.5783,cor=-0.4802;p-value=0.1601,cor=-0.418;p-value=0.2293,cor=-0.7983;p-value=0.0056,cor=-0.7612;p-value=0.0105,cor=-0.4123;p-value=0.2364,cor=-0.4738;p-value=0.1665,cor=-0.3316;p-value=0.3492,cor=-0.8607;p-value=0.0014,cor=-0.9043;p-value=3e-04
miRNA_ENSG00000238705.1__26554587__26554593,cor=0.2301;p-value=0.5225,cor=0.6633;p-value=0.0366,cor=0.7464;p-value=0.0131,cor=0.9327;p-value=1e-04,cor=0.6854;p-value=0.0287,cor=0.3163;p-value=0.3732,cor=0.355;p-value=0.3142,cor=0.1304;p-value=0.7196,cor=0.5337;p-value=0.1121,cor=0.5973;p-value=0.0682,cor=0.5524;p-value=0.0978,cor=0.7999;p-value=0.0055,cor=0.4064;p-value=0.2438,cor=-0.5416;p-value=0.1059,cor=-0.2811;p-value=0.4314,cor=-0.1714;p-value=0.6359,cor=-0.4407;p-value=0.2024,cor=-0.4128;p-value=0.2357,cor=-0.7892;p-value=0.0066,cor=-0.7395;p-value=0.0145,cor=-0.3841;p-value=0.2732,cor=-0.4775;p-value=0.1628,cor=-0.3276;p-value=0.3555,cor=-0.8525;p-value=0.0017,cor=-0.8868;p-value=6e-04
miRNA_ENSG00000266203.1__32086949__32086979,cor=-0.1942;p-value=0.5908,cor=0.6498;p-value=0.042,cor=0.0768;p-value=0.833,cor=0.069;p-value=0.8497,cor=-0.0125;p-value=0.9726,cor=-0.5019;p-value=0.1393,cor=-0.1871;p-value=0.6048,cor=-0.1491;p-value=0.6809,cor=-0.2133;p-value=0.554,cor=-0.2668;p-value=0.4562,cor=-0.2604;p-value=0.4674,cor=0.1387;p-value=0.7025,cor=-0.2048;p-value=0.5704,cor=-0.0987;p-value=0.7861,cor=0.4229;p-value=0.2233,cor=-0.1396;p-value=0.7005,cor=0.207;p-value=0.5661,cor=-0.55;p-value=0.0995,cor=-0.3238;p-value=0.3613,cor=-0.205;p-value=0.5699,cor=-0.1144;p-value=0.7531,cor=-0.1376;p-value=0.7046,cor=0.3906;p-value=0.2644,cor=0.1811;p-value=0.6166,cor=0.1583;p-value=0.6624
miRNA_ENSG00000266203.1__32086964__32086994,cor=-0.0981;p-value=0.7874,cor=-0.2511;p-value=0.4841,cor=-0.7515;p-value=0.0122,cor=-0.4592;p-value=0.1819,cor=-0.4447;p-value=0.1979,cor=-0.6831;p-value=0.0294,cor=-0.4638;p-value=0.1769,cor=0.2149;p-value=0.551,cor=-0.2436;p-value=0.4977,cor=-0.0248;p-value=0.9457,cor=0.17;p-value=0.6387,cor=-0.0516;p-value=0.8875,cor=0.1541;p-value=0.6708,cor=0.0427;p-value=0.9067,cor=-0.2379;p-value=0.5081,cor=-0.3493;p-value=0.3225,cor=-0.1909;p-value=0.5973,cor=-0.5681;p-value=0.0866,cor=-0.1832;p-value=0.6125,cor=0.1101;p-value=0.7621,cor=-0.2863;p-value=0.4225,cor=0.2975;p-value=0.4039,cor=0.7724;p-value=0.0088,cor=0.5067;p-value=0.135,cor=0.3086;p-value=0.3856
miRNA_ENSG00000266203.1__32086994__32087007,cor=-0.0696;p-value=0.8485,cor=-0.3486;p-value=0.3236,cor=-0.7654;p-value=0.0099,cor=-0.471;p-value=0.1694,cor=-0.4443;p-value=0.1983,cor=-0.6107;p-value=0.0607,cor=-0.4375;p-value=0.206,cor=0.2378;p-value=0.5082,cor=-0.2126;p-value=0.5553,cor=0.0148;p-value=0.9677,cor=0.2093;p-value=0.5616,cor=-0.0724;p-value=0.8425,cor=0.1851;p-value=0.6087,cor=0.0575;p-value=0.8745,cor=-0.3016;p-value=0.3971,cor=-0.3297;p-value=0.3522,cor=-0.2223;p-value=0.537,cor=-0.4882;p-value=0.1523,cor=-0.1356;p-value=0.7088,cor=0.1409;p-value=0.6978,cor=-0.2703;p-value=0.4501,cor=0.3189;p-value=0.3691,cor=0.7169;p-value=0.0196,cor=0.4815;p-value=0.1589,cor=0.2861;p-value=0.423
miRNA_ENSG00000284154.1__33332393__33332423,cor=0.0267;p-value=0.9416,cor=0.0838;p-value=0.8179,cor=0.1348;p-value=0.7104,cor=0.5641;p-value=0.0894,cor=0.1721;p-value=0.6345,cor=0.0882;p-value=0.8086,cor=0.1551;p-value=0.6688,cor=0.8369;p-value=0.0025,cor=0.8269;p-value=0.0032,cor=0.9647;p-value=0,cor=0.8243;p-value=0.0034,cor=0.3065;p-value=0.3891,cor=0.2101;p-value=0.5602,cor=0.2646;p-value=0.46,cor=-0.2048;p-value=0.5704,cor=-0.2822;p-value=0.4296,cor=-0.9186;p-value=2e-04,cor=-0.3246;p-value=0.3601,cor=-0.6556;p-value=0.0396,cor=-0.572;p-value=0.084,cor=-0.286;p-value=0.423,cor=-0.4212;p-value=0.2254,cor=-0.3901;p-value=0.2651,cor=-0.7556;p-value=0.0115,cor=-0.8056;p-value=0.0049
miRNA_ENSG00000284154.1__33332408__33332438,cor=0.026;p-value=0.9432,cor=0.0833;p-value=0.8191,cor=0.1383;p-value=0.7032,cor=0.5665;p-value=0.0878,cor=0.1752;p-value=0.6283,cor=0.0912;p-value=0.8022,cor=0.1626;p-value=0.6536,cor=0.8349;p-value=0.0026,cor=0.8308;p-value=0.0029,cor=0.9648;p-value=0,cor=0.8221;p-value=0.0035,cor=0.306;p-value=0.3899,cor=0.2096;p-value=0.5612,cor=0.2629;p-value=0.4631,cor=-0.2054;p-value=0.5693,cor=-0.2825;p-value=0.429,cor=-0.9187;p-value=2e-04,cor=-0.3235;p-value=0.3619,cor=-0.6561;p-value=0.0394,cor=-0.5729;p-value=0.0834,cor=-0.2866;p-value=0.4221,cor=-0.4218;p-value=0.2247,cor=-0.391;p-value=0.264,cor=-0.757;p-value=0.0112,cor=-0.807;p-value=0.0048
miRNA_ENSG00000284154.1__33332423__33332453,cor=0.016;p-value=0.9649,cor=-0.0258;p-value=0.9436,cor=0.1321;p-value=0.7161,cor=0.509;p-value=0.1329,cor=0.1324;p-value=0.7155,cor=0.1863;p-value=0.6063,cor=0.1877;p-value=0.6036,cor=0.8344;p-value=0.0027,cor=0.8249;p-value=0.0033,cor=0.9454;p-value=0,cor=0.807;p-value=0.0048,cor=0.2367;p-value=0.5103,cor=0.2041;p-value=0.5717,cor=0.312;p-value=0.3801,cor=-0.2462;p-value=0.493,cor=-0.1413;p-value=0.6969,cor=-0.8622;p-value=0.0013,cor=-0.219;p-value=0.5433,cor=-0.5541;p-value=0.0965,cor=-0.5464;p-value=0.1022,cor=-0.3093;p-value=0.3845,cor=-0.3856;p-value=0.2711,cor=-0.4278;p-value=0.2175,cor=-0.7416;p-value=0.0141,cor=-0.7722;p-value=0.0089
miRNA_ENSG00000284154.1__33332438__33332468,cor=-0.0679;p-value=0.8521,cor=-0.4868;p-value=0.1536,cor=0.0122;p-value=0.9734,cor=-0.0076;p-value=0.9835,cor=-0.1437;p-value=0.692,cor=0.4761;p-value=0.1642,cor=0.1996;p-value=0.5804,cor=0.4385;p-value=0.2049,cor=0.4004;p-value=0.2516,cor=0.3954;p-value=0.258,cor=0.3455;p-value=0.3282,cor=-0.1858;p-value=0.6074,cor=0.0806;p-value=0.8249,cor=0.394;p-value=0.2599,cor=-0.2939;p-value=0.4099,cor=0.5068;p-value=0.1349,cor=-0.2121;p-value=0.5564,cor=0.3398;p-value=0.3367,cor=0.1734;p-value=0.632,cor=-0.1317;p-value=0.7169,cor=-0.2427;p-value=0.4993,cor=-0.0015;p-value=0.9968,cor=-0.3863;p-value=0.2702,cor=-0.2952;p-value=0.4077,cor=-0.2307;p-value=0.5213
miRNA_ENSG00000284154.1__33332453__33332483,cor=-0.0679;p-value=0.8521,cor=-0.4868;p-value=0.1536,cor=0.0122;p-value=0.9734,cor=-0.0076;p-value=0.9835,cor=-0.1437;p-value=0.692,cor=0.4761;p-value=0.1642,cor=0.1996;p-value=0.5804,cor=0.4385;p-value=0.2049,cor=0.4004;p-value=0.2516,cor=0.3954;p-value=0.258,cor=0.3455;p-value=0.3282,cor=-0.1858;p-value=0.6074,cor=0.0806;p-value=0.8249,cor=0.394;p-value=0.2599,cor=-0.2939;p-value=0.4099,cor=0.5068;p-value=0.1349,cor=-0.2121;p-value=0.5564,cor=0.3398;p-value=0.3367,cor=0.1734;p-value=0.632,cor=-0.1317;p-value=0.7169,cor=-0.2427;p-value=0.4993,cor=-0.0015;p-value=0.9968,cor=-0.3863;p-value=0.2702,cor=-0.2952;p-value=0.4077,cor=-0.2307;p-value=0.5213
miRNA_ENSG00000207941.1__34669599__34669629,cor=-0.4678;p-value=0.1728,cor=-0.0405;p-value=0.9116,cor=-0.0711;p-value=0.8453,cor=-0.5677;p-value=0.0869,cor=-0.4567;p-value=0.1846,cor=0.0242;p-value=0.9471,cor=-0.0607;p-value=0.8677,cor=-0.5459;p-value=0.1026,cor=-0.6024;p-value=0.0653,cor=-0.8466;p-value=0.002,cor=-0.643;p-value=0.0449,cor=-0.2795;p-value=0.4342,cor=-0.1321;p-value=0.716,cor=-0.0357;p-value=0.922,cor=0.1919;p-value=0.5954,cor=0.6271;p-value=0.0523,cor=0.8529;p-value=0.0017,cor=0.339;p-value=0.3379,cor=0.5873;p-value=0.0743,cor=0.3359;p-value=0.3427,cor=0.2191;p-value=0.543,cor=0.0673;p-value=0.8534,cor=0.3998;p-value=0.2524,cor=0.6155;p-value=0.0582,cor=0.724;p-value=0.0179
miRNA_ENSG00000207941.1__34669614__34669644,cor=-0.4678;p-value=0.1728,cor=-0.0405;p-value=0.9116,cor=-0.0711;p-value=0.8453,cor=-0.5677;p-value=0.0869,cor=-0.4567;p-value=0.1846,cor=0.0242;p-value=0.9471,cor=-0.0607;p-value=0.8677,cor=-0.5459;p-value=0.1026,cor=-0.6024;p-value=0.0653,cor=-0.8466;p-value=0.002,cor=-0.643;p-value=0.0449,cor=-0.2795;p-value=0.4342,cor=-0.1321;p-value=0.716,cor=-0.0357;p-value=0.922,cor=0.1919;p-value=0.5954,cor=0.6271;p-value=0.0523,cor=0.8529;p-value=0.0017,cor=0.339;p-value=0.3379,cor=0.5873;p-value=0.0743,cor=0.3359;p-value=0.3427,cor=0.2191;p-value=0.543,cor=0.0673;p-value=0.8534,cor=0.3998;p-value=0.2524,cor=0.6155;p-value=0.0582,cor=0.724;p-value=0.0179
