"","HCC21","HCC22","HCC23","HCC24","HCC25","N1","N2","N3","N4","N5"
"miRNA_ENSG00000252695.1__24162491__24162504",0.092946036598853,0.0314930522105947,0.0935076550571903,0.189080027820639,0.183062547481618,0.166812633261494,0.0867914967043854,0,0.141968096534156,0
"miRNA_ENSG00000211491.2__40727828__40727858",3.67136844565469,6.14114518106596,7.34035092198944,23.3041134288938,2.88323512283549,3.66987793175286,1.99620442420086,3.68524582682027,3.83313860642221,2.27883328133973
"miRNA_ENSG00000211491.2__40727843__40727873",3.67136844565469,6.14114518106596,7.34035092198944,23.3041134288938,2.88323512283549,3.66987793175286,1.99620442420086,3.68524582682027,3.83313860642221,2.27883328133973
"miRNA_ENSG00000264226.1__41101049__41101079",0.325311128095986,0.125972208842379,0.561045930343142,0.283620041730959,0.183062547481618,0.25021894989224,0.0433957483521927,0.53231328609626,0.958284651605552,0.19645114494308
"miRNA_ENSG00000264226.1__41101064__41101094",0.325311128095986,0.125972208842379,0.561045930343142,0.283620041730959,0.183062547481618,0.25021894989224,0.0433957483521927,0.53231328609626,0.958284651605552,0.19645114494308
"miRNA_ENSG00000284584.1__41568286__41568316",0.511203201293692,0.314930522105947,0.327276792700166,0.709050104327396,0.778015826796879,0.583844216415228,0.607540476930698,1.76072856170302,0.887300603338474,0.471482747863392
"miRNA_ENSG00000284584.1__41568301__41568331",0.557676219593118,0.314930522105947,0.327276792700166,0.709050104327396,0.823781463667283,0.583844216415228,0.607540476930698,1.76072856170302,0.958284651605552,0.471482747863392
"miRNA_ENSG00000284584.1__41568316__41568346",0.604149237892545,0.314930522105947,0.374030620228761,0.756320111282556,0.823781463667283,0.583844216415228,0.694331973635083,1.80167573755657,1.02926869987263,0.471482747863392
"miRNA_ENSG00000284584.1__41568331__41568361",0.13941905489828,0,0.0935076550571903,0.0472700069551598,0.0457656368704046,0.12510947494612,0.260374490113156,0.081894351707117,0.319428217201851,0
"miRNA_ENSG00000284584.1__41568346__41568376",0.13941905489828,0,0.0935076550571903,0.0472700069551598,0.0457656368704046,0.12510947494612,0.260374490113156,0.081894351707117,0.319428217201851,0
"miRNA_ENSG00000284584.1__41568361__41568391",0.13941905489828,0,0.0935076550571903,0.0472700069551598,0.0457656368704046,0.12510947494612,0.260374490113156,0.081894351707117,0.319428217201851,0
"miRNA_ENSG00000264864.1__49996415__49996445",3.02074618946272,1.7636109237933,1.21559951574347,0.709050104327396,0.915312737408092,1.04257895788434,1.47545544397455,0.655154813656936,1.31320489294094,0.982255724715399
"miRNA_ENSG00000264864.1__49996430__49996460",3.62489542735527,1.92107618484628,1.35586099832926,0.945400139103195,1.0068440111489,1.54301685766882,1.82262143079209,0.859890692924729,1.56164906187571,1.13941664066986
"miRNA_ENSG00000264864.1__49996445__49996475",128.776733707711,147.387484345583,109.731233209613,90.0966332565345,149.058679286908,326.952761192528,285.023275177202,305.957297977789,278.825341593082,308.231846415692
"miRNA_ENSG00000264864.1__49996460__49996490",125.802460536548,145.686859526211,108.515633693869,89.3875831522071,148.1433665495,326.11869802622,283.678006978284,305.384037515839,277.547628724275,307.44604183592
"miRNA_ENSG00000208006.1__50048973__50049003",3.34605731755871,3.21229132548066,3.17926027194447,2.26896033384767,2.42557875413145,3.04433055702226,4.12259609345831,3.03009101316333,2.5554257376148,4.47908610470222
"miRNA_ENSG00000208006.1__50048988__50049018",6.59916859851857,7.87326305264867,7.05982795681786,4.86881071638146,7.64286135735757,6.38058322225213,8.37537943197319,7.65712188461544,5.71421588549977,7.3865630498598
"miRNA_ENSG00000208006.1__50049003__50049033",1372.16233830887,1569.42476386278,1221.06971356432,651.853395911653,1543.1257439963,1742.31625125799,1871.22466894655,2122.98822647945,2150.14231403392,1866.99310108105
"miRNA_ENSG00000208006.1__50049018__50049048",1370.30341757689,1567.78712514782,1219.5735910834,650.718915744729,1541.93583743767,1740.48131229211,1869.01148578059,2121.39128662116,2148.22574473071,1863.77130230399
"miRNA_ENSG00000208006.1__50049048__50049061",0.278838109796559,0.220451365474163,0.233769137642976,0.0945400139103195,0.137296910611214,0.500437899784481,0.650936225282891,0.28663023097491,0.248444168934773,0.471482747863392
"miRNA_ENSG00000283785.1__50049119__50049149",1.5800826221805,1.165242931792,1.40261482585785,1.13448016692383,2.15098493290902,4.17031583153734,6.11880051765917,2.49777772706707,3.12329812375143,5.97211480626963
"miRNA_ENSG00000283785.1__50049134__50049164",2.64896204306731,2.26749975916282,2.05716841125819,2.55258037557863,4.11890731833642,5.00437899784481,7.59425596163372,3.56240429925959,3.93961467882282,8.17236762963212
"miRNA_ENSG00000283785.1__50049149__50049179",83.9767440670637,106.320544262968,93.8349318498904,48.4990271359939,125.352079388038,114.975607475484,122.549593346592,122.186372747019,134.195343248911,137.280060086224
"miRNA_ENSG00000283785.1__50049164__50049194",83.6514329389677,105.974120688651,93.4141474021331,48.1681370873078,125.077485566816,113.057262192977,119.902452697108,121.28553487824,131.67540953543,133.468907874328
"miRNA_ENSG00000266072.1__51348567__51348597",0,0,0,0.0945400139103195,0,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000266072.1__51348582__51348612",0,0,0,0.0945400139103195,0,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000266611.1__51552619__51552649",0,0,0,0,0,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000266611.1__51552634__51552664",0,0,0,0,0,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000283126.1__54311972__54312002",0.0464730182994265,0.0629861044211894,0.0467538275285951,0.0472700069551598,0,0.0834063166307468,0.0867914967043854,0.204735879267793,0.106476072400617,0.078580457977232
"miRNA_ENSG00000283126.1__54311987__54312017",0.0464730182994265,0.0629861044211894,0.0467538275285951,0.0472700069551598,0,0.0834063166307468,0.0867914967043854,0.204735879267793,0.106476072400617,0.078580457977232
"miRNA_ENSG00000264387.1__55174454__55174484",0,0,0.0467538275285951,0,0,0,0,0,0,0
"miRNA_ENSG00000264387.1__55174469__55174499",0,0,0.0467538275285951,0,0,0,0,0,0,0
"miRNA_ENSG00000264387.1__55174484__55174514",0,0,0.0467538275285951,0,0,0,0,0,0,0
"miRNA_ENSG00000263581.1__65966330__65966360",0,0,0.0467538275285951,0.0472700069551598,0,0.0417031583153734,0.173582993408771,0.0409471758535585,0,0.039290228988616
"miRNA_ENSG00000263581.1__65966345__65966375",0,0,0.0467538275285951,0.0472700069551598,0,0.0417031583153734,0.173582993408771,0.0409471758535585,0,0.039290228988616
"miRNA_ENSG00000263581.1__65966360__65966390",0.13941905489828,0.125972208842379,0.140261482585785,0.189080027820639,0.0457656368704046,0.208515791576867,0.303770238465349,0.163788703414234,0.141968096534156,0.353612060897544
"miRNA_ENSG00000263581.1__65966375__65966405",0.13941905489828,0.125972208842379,0.0935076550571903,0.141810020865479,0.0457656368704046,0.291922108207614,0.130187245056578,0.122841527560676,0.141968096534156,0.314321831908928
"miRNA_ENSG00000263581.1__65966390__65966420",0.13941905489828,0.125972208842379,0.0935076550571903,0.141810020865479,0.0457656368704046,0.291922108207614,0.130187245056578,0.122841527560676,0.141968096534156,0.314321831908928
"miRNA_ENSG00000266325.1__77698057__77698087",0.0464730182994265,0,0,0,0,0,0,0,0,0
"miRNA_ENSG00000266325.1__77698072__77698102",0.13941905489828,0,0,0.141810020865479,0.0915312737408092,0,0,0.0409471758535585,0.0709840482670779,0
"miRNA_ENSG00000266325.1__77698102__77698116",0.13941905489828,0,0,0.141810020865479,0.0915312737408092,0,0,0.0409471758535585,0.0709840482670779,0
"miRNA_ENSG00000266052.1__87618665__87618695",0,0,0,0,0.0457656368704046,0,0,0,0.0354920241335389,0
"miRNA_ENSG00000266052.1__87618680__87618710",0,0,0,0,0.0457656368704046,0,0,0,0.0354920241335389,0
"miRNA_ENSG00000284536.1__91350605__91350635",877.968261712766,772.839501247994,728.564894378098,718.551375725384,806.985474935845,1385.29551292007,2137.80475107407,1572.82197171104,1178.05126504042,1915.71298502694
"miRNA_ENSG00000284536.1__91350620__91350650",877.968261712766,772.839501247994,728.564894378098,718.551375725384,806.985474935845,1385.29551292007,2137.80475107407,1572.82197171104,1178.05126504042,1915.71298502694
"miRNA_ENSG00000284536.1__91350635__91350665",890.655395708509,782.224430806751,737.074090988302,726.823626942537,815.406352119999,1395.1374582825,2149.69518612257,1582.85402979516,1188.45042811155,1928.52159967723
"miRNA_ENSG00000284536.1__91350650__91350680",14.7319468009182,11.3374987958141,10.1455805737051,10.4939415440455,10.6633933908043,14.3041833021731,18.1394228112166,15.4780324726451,13.7709053638131,16.9340886940935
"miRNA_ENSG00000284536.1__91350680__91350688",0.0464730182994265,0.157465261052973,0.140261482585785,0,0.0915312737408092,0,0.216978741760964,0.081894351707117,0.106476072400617,0.157160915954464
"miRNA_ENSG00000283815.1__91350751__91350781",35.5053859807619,35.8076003634462,30.8575261688728,27.0384439783514,28.6950543177437,64.0977543307289,64.0955203161886,68.8322026098318,54.5512410932494,70.800992637486
"miRNA_ENSG00000283815.1__91350766__91350796",35.9701161637561,37.2562807651335,31.5120797542731,27.7947640896339,29.290007597059,64.2645669639904,64.0955203161886,69.1597800166603,55.1546055035195,70.800992637486
"miRNA_ENSG00000283815.1__91350781__91350811",42.708703817173,42.1062108055651,38.0576156082764,39.045025744962,35.1937747533412,5.71333268920616,5.59805153743286,13.9220397902099,13.3450010742106,4.04689358582745
"miRNA_ENSG00000283815.1__91350811__91350821",42.6157577805741,41.9172524923015,37.9173541256907,38.9032157240965,35.0564778427299,5.46311373931392,4.99051106050216,13.7582510867957,13.2740170259436,3.85044244088437
"miRNA_ENSG00000284204.1__91350891__91350921",0.232365091497133,0.0944791566317841,0,0,0,0.0417031583153734,0,0.0409471758535585,0,0.078580457977232
"miRNA_ENSG00000284204.1__91350906__91350936",0.325311128095986,0.125972208842379,0.187015310114381,0.0472700069551598,0,0.166812633261494,0.130187245056578,0.0409471758535585,0,0.19645114494308
"miRNA_ENSG00000284204.1__91350921__91350951",294.313624890268,315.528890097948,273.276121904639,227.085113412588,265.85258458018,458.150897252692,496.143590910619,453.94039151255,472.46982526567,552.617070724884
"miRNA_ENSG00000284204.1__91350936__91350966",294.17420583537,315.465903993527,273.276121904639,227.085113412588,265.85258458018,458.109194094377,496.143590910619,453.899444336696,472.46982526567,552.538490266906
"miRNA_ENSG00000284204.1__91350966__91350972",0.371784146395412,0.409409678737731,0.327276792700166,0.189080027820639,0.274593821222428,0.375328424838361,0.867914967043854,0.450418934389144,0.461396313736006,1.17870686965848
"miRNA_ENSG00000283762.1__91351065__91351095",1237.15822014903,1339.1160730467,1270.48850926204,1074.91995816033,1631.31612624557,2155.84476911323,3173.14051526068,2310.48534471289,1727.53878267587,2429.23627790815
"miRNA_ENSG00000283762.1__91351080__91351110",1241.48021085088,1340.78520481386,1272.82620063847,1077.377998522,1633.284048631,2158.4720680871,3177.82725608272,2314.6210094741,1731.22995318576,2433.12601057802
"miRNA_ENSG00000283762.1__91351095__91351125",11.990038721252,11.4634710046565,11.080657124277,15.977262350844,11.0295184857675,13.3033075026041,25.0827425475674,16.5017118689841,11.7478599882014,22.2775598365453
"miRNA_ENSG00000283762.1__91351125__91351135",4.22904466524781,1.85809008042509,2.33769137642976,2.55258037557863,2.10521929603861,2.87751792376077,5.51126004072847,4.29945346462364,3.65567848575451,3.77186198290713
"miRNA_ENSG00000284375.1__91351192__91351222",0.371784146395412,0.251944417684758,0.794815067986117,0.283620041730959,0.457656368704046,0.291922108207614,1.12828945715701,0.614207637803378,0.532380362003084,0.825094808760936
"miRNA_ENSG00000284375.1__91351207__91351237",0.371784146395412,0.251944417684758,0.794815067986117,0.330890048686118,0.457656368704046,0.291922108207614,1.12828945715701,0.614207637803378,0.532380362003084,0.825094808760936
"miRNA_ENSG00000284375.1__91351222__91351252",171.531910543183,162.945052137617,155.222707394936,101.677784960549,170.065106610424,342.174413977639,464.985443593745,345.061850917938,358.398459700476,470.421911680699
"miRNA_ENSG00000284375.1__91351237__91351267",171.160126396788,162.693107719932,154.474646154478,101.394164918818,169.60745024172,341.882491869431,463.857154136588,344.447643280134,357.866079338473,469.596816871938
"miRNA_ENSG00000284375.1__91351267__91351278",2.74190807966616,2.33048586358401,1.49612248091504,1.74899025734091,1.51026601672335,3.75328424838361,6.46596650447671,2.98914383730977,2.51993371348127,6.6400486990761
"miRNA_ENSG00000283705.1__91351314__91351344",4.22904466524781,4.1570828917985,5.42344399331704,5.10516075115726,3.56971967589156,2.62729897386853,3.03770238465349,2.70251360633486,2.98133002721727,2.86818671616897
"miRNA_ENSG00000283705.1__91351329__91351359",4.50788277504437,4.22006899621969,5.42344399331704,5.10516075115726,3.56971967589156,2.71070529049927,3.16788962971007,2.78440795804198,3.01682205135081,2.90747694515758
"miRNA_ENSG00000283705.1__91351344__91351374",8288.23044861122,6777.71424539871,6561.89969363833,5375.45065092686,9576.96293713774,3112.22329875969,2342.76287054148,4706.8369171907,4759.12551606624,2510.64563237256
"miRNA_ENSG00000283705.1__91351359__91351389",8284.09434998257,6773.68313471576,6556.75677261018,5370.67638022439,9573.71357691994,3109.76281241908,2339.85535540188,4704.17535076022,4756.28615413555,2507.81673588538
"miRNA_ENSG00000283705.1__91351389__91351391",5.2514510678352,3.65319405642898,4.39485978768794,4.8215407094263,5.49187642444855,3.96180003996047,4.33957483521927,5.85544614705887,3.65567848575451,4.55766656267945
"miRNA_ENSG00000263741.1__92490163__92490193",0.0464730182994265,0.0314930522105947,0.140261482585785,0,0.0915312737408092,0.166812633261494,0.130187245056578,0.081894351707117,0.106476072400617,0.039290228988616
"miRNA_ENSG00000263741.1__92490178__92490208",0.13941905489828,0.0314930522105947,0.140261482585785,0,0.0915312737408092,0.417031583153734,0.303770238465349,0.204735879267793,0.461396313736006,0.432192518874776
"miRNA_ENSG00000263741.1__92490208__92490220",0.092946036598853,0,0,0,0,0.25021894989224,0.173582993408771,0.122841527560676,0.354920241335389,0.39290228988616
"miRNA_ENSG00000263399.1__98208554__98208584",0,0.0629861044211894,0,0,0,0,0,0,0,0
"miRNA_ENSG00000263399.1__98208569__98208599",0,0.0629861044211894,0,0,0,0,0,0,0,0
"miRNA_ENSG00000207719.1__99356131__99356161",0,0,0,0,0,0,0,0,0,0.039290228988616
"miRNA_ENSG00000207719.1__99356146__99356176",0,0,0,0.0472700069551598,0,0,0,0,0,0.039290228988616
"miRNA_ENSG00000207719.1__99356161__99356191",0,0,0.0467538275285951,0.0472700069551598,0,0,0,0,0,0.039290228988616
"miRNA_ENSG00000207719.1__99356176__99356206",0,0,0.0467538275285951,0.0472700069551598,0,0,0,0,0,0
"miRNA_ENSG00000207719.1__99356191__99356221",0,0,0.0467538275285951,0.0472700069551598,0,0,0,0,0,0
"miRNA_ENSG00000263615.1__99643104__99643134",3.39253033585814,6.73951317306726,9.11699636807605,3.45071050772666,4.39350113955884,4.96267583952944,1.25847670221359,7.698069060469,8.8375140092512,2.08238213639665
"miRNA_ENSG00000263615.1__99643119__99643149",3.39253033585814,6.73951317306726,9.11699636807605,3.45071050772666,4.39350113955884,4.96267583952944,1.25847670221359,7.698069060469,8.8375140092512,2.08238213639665
"miRNA_ENSG00000265164.1__101967642__101967672",0,0,0,0,0.0457656368704046,0,0,0,0,0
"miRNA_ENSG00000265164.1__101967657__101967687",0,0,0,0,0.0457656368704046,0,0,0,0,0
"miRNA_ENSG00000265164.1__101967672__101967702",0,0,0,0,0.0457656368704046,0,0,0,0,0
"miRNA_ENSG00000265164.1__101967687__101967717",0,0.125972208842379,0,0,0.137296910611214,0,0,0,0,0
"miRNA_ENSG00000265164.1__101967702__101967732",0,0.125972208842379,0,0,0.137296910611214,0,0,0,0,0
"miRNA_ENSG00000264482.1__102045949__102045979",0.0464730182994265,0,0,0,0,0.0417031583153734,0.130187245056578,0.081894351707117,0.0354920241335389,0.078580457977232
"miRNA_ENSG00000264482.1__102045964__102045994",0.0464730182994265,0,0,0,0,0.0417031583153734,0.130187245056578,0.081894351707117,0.0354920241335389,0.078580457977232
"miRNA_ENSG00000264482.1__102045994__102046004",0.0464730182994265,0,0,0,0,0.0417031583153734,0.130187245056578,0.081894351707117,0.0354920241335389,0.078580457977232
"miRNA_ENSG00000221650.1__107531171__107531201",0,0,0.0467538275285951,0,0.137296910611214,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000221650.1__107531186__107531216",0,0,0.0467538275285951,0,0.137296910611214,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000221650.1__107531201__107531231",0,0,0.0467538275285951,0,0.137296910611214,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000221650.1__107531216__107531246",0,0,0,0,0.0457656368704046,0,0,0,0,0
"miRNA_ENSG00000264539.1__114244505__114244535",0.092946036598853,0.0944791566317841,0.140261482585785,0.141810020865479,0.137296910611214,0.291922108207614,0.347165986817542,0.28663023097491,0.177460120667695,0.314321831908928
"miRNA_ENSG00000264539.1__114244520__114244550",2.32365091497133,1.41718734947676,16.2703319799511,1.60718023647543,17.2078794632721,2.6690021321839,3.03770238465349,1.71978138584946,2.48444168934773,4.55766656267945
"miRNA_ENSG00000264539.1__114244550__114244561",2.23070487837247,1.32270819284498,16.1300704973653,1.46537021560995,17.0705825526609,2.37708002397628,2.69053639783595,1.43315115487455,2.30698156868003,4.24334473077053
"miRNA_ENSG00000284118.1__22956950__22956980",0,0,0.514292102814546,0,0.137296910611214,1.08428211619971,0.0867914967043854,1.51504550658166,0.0354920241335389,0.903675266738167
"miRNA_ENSG00000284118.1__22956965__22956995",0,0.0629861044211894,0.514292102814546,0,0.137296910611214,1.08428211619971,0.0867914967043854,1.51504550658166,0.0354920241335389,0.903675266738167
"miRNA_ENSG00000284118.1__22956980__22957010",0,0.0629861044211894,0.0467538275285951,0,0.366125094963237,0.166812633261494,0,0.204735879267793,0,0
"miRNA_ENSG00000284118.1__22956995__22957025",0,0.0629861044211894,0.0467538275285951,0,0.366125094963237,0.166812633261494,0,0.204735879267793,0,0
"miRNA_ENSG00000284118.1__22957025__22957029",0,0.0314930522105947,0,0,0,0,0,0,0,0
"miRNA_ENSG00000199157.2__23388596__23388626",0.092946036598853,0.0944791566317841,0.233769137642976,0.0472700069551598,0.274593821222428,0.12510947494612,0.173582993408771,0.245683055121351,0,0
"miRNA_ENSG00000199157.2__23388611__23388641",0.092946036598853,0.0944791566317841,0.233769137642976,0.0472700069551598,0.274593821222428,0.12510947494612,0.173582993408771,0.28663023097491,0,0
"miRNA_ENSG00000199157.2__23388626__23388656",0,0,0,0,0,0,0,0.0409471758535585,0,0
"miRNA_ENSG00000199157.2__23388656__23388666",0,0,0,0,0,0,0,0.0409471758535585,0,0
"miRNA_ENSG00000215991.1__23417987__23418017",0.232365091497133,0.47239578315892,0.420784447757356,0.378160055641278,0.228828184352023,0.0417031583153734,0,0.122841527560676,0.0354920241335389,0.039290228988616
"miRNA_ENSG00000215991.1__23418002__23418032",0.232365091497133,0.47239578315892,0.420784447757356,0.378160055641278,0.228828184352023,0.0417031583153734,0,0.122841527560676,0.0354920241335389,0.039290228988616
"miRNA_ENSG00000215991.1__23418017__23418047",0.232365091497133,0.47239578315892,0.374030620228761,0.378160055641278,0.228828184352023,0.0417031583153734,0,0.122841527560676,0.0354920241335389,0.039290228988616
"miRNA_ENSG00000283856.1__24143489__24143519",0.0464730182994265,0.0314930522105947,0,0,0,0.0417031583153734,0,0.0409471758535585,0,0.117870686965848
"miRNA_ENSG00000283856.1__24143504__24143534",0.0464730182994265,0.0314930522105947,0,0,0,0.0417031583153734,0,0.0409471758535585,0,0.117870686965848
"miRNA_ENSG00000264657.1__27633205__27633235",0,0,0,0,0,0,0.130187245056578,0,0,0
"miRNA_ENSG00000264657.1__27633220__27633250",0,0,0,0,0,0,0.130187245056578,0,0,0
"miRNA_ENSG00000264657.1__27633235__27633265",0,0,0,0,0,0,0.130187245056578,0,0,0
"miRNA_ENSG00000207952.1__31014646__31014676",0,0.220451365474163,0.0467538275285951,0.0472700069551598,0.137296910611214,0.25021894989224,0.303770238465349,0.327577406828468,0.603364410270162,0.510772976852008
"miRNA_ENSG00000207952.1__31014661__31014691",0,0.220451365474163,0.0467538275285951,0.0472700069551598,0.137296910611214,0.25021894989224,0.303770238465349,0.368524582682027,0.603364410270162,0.510772976852008
"miRNA_ENSG00000207952.1__31014676__31014706",0.650622256191971,1.03927072294962,0.327276792700166,0.236350034775799,0.457656368704046,0.792360007992095,1.56224694067894,1.10557374804608,1.02926869987263,2.63244534223727
"miRNA_ENSG00000207952.1__31014691__31014721",5.4373431410329,6.20413128548715,3.69355237475902,1.55991022952027,6.13259534063422,7.2146463885596,7.1602984781118,9.00837868778287,10.6121152159281,7.19011190491672
"miRNA_ENSG00000207952.1__31014706__31014736",5.4373431410329,6.14114518106596,3.69355237475902,1.55991022952027,6.08682970376382,7.17294323024423,7.1602984781118,9.00837868778287,10.5411311676611,7.19011190491672
"miRNA_ENSG00000266327.1__36952309__36952339",0.092946036598853,0,0,0,0,0,0,0,0,0
"miRNA_ENSG00000266327.1__36952324__36952354",0.092946036598853,0,0,0,0,0,0,0,0,0
"miRNA_ENSG00000266327.1__36952339__36952369",0.371784146395412,0.692847148633083,0.233769137642976,0.330890048686118,0.366125094963237,0.0417031583153734,0.0433957483521927,0.28663023097491,0.283936193068312,0.039290228988616
"miRNA_ENSG00000266327.1__36952354__36952384",0.371784146395412,0.692847148633083,0.233769137642976,0.330890048686118,0.366125094963237,0.0417031583153734,0.0433957483521927,0.28663023097491,0.283936193068312,0.039290228988616
"miRNA_ENSG00000263945.1__47760995__47761025",2.04481280517477,2.3934719680052,2.33769137642976,1.27629018778931,1.64756292733457,2.46048634060703,1.60564268903113,2.21114749609216,2.02304537561172,2.39670396830557
"miRNA_ENSG00000263945.1__47761010__47761040",3.11369222606158,3.90513847411374,3.8805676848734,1.74899025734091,3.15782894405792,2.91922108207614,1.90941292749648,2.94819666145621,2.91034597895019,2.63244534223727
"miRNA_ENSG00000263945.1__47761025__47761055",3.11369222606158,3.90513847411374,3.8805676848734,1.74899025734091,3.15782894405792,2.91922108207614,1.90941292749648,2.94819666145621,2.91034597895019,2.63244534223727
"miRNA_ENSG00000263945.1__47761040__47761070",3.11369222606158,3.90513847411374,3.8805676848734,1.74899025734091,3.15782894405792,2.91922108207614,1.90941292749648,2.98914383730977,2.91034597895019,2.63244534223727
"miRNA_ENSG00000263945.1__47761055__47761085",0.092946036598853,0,0.140261482585785,0,0.0457656368704046,0.0417031583153734,0,0.081894351707117,0.106476072400617,0.117870686965848
"miRNA_ENSG00000263945.1__47761070__47761100",0.092946036598853,0,0.140261482585785,0,0.0457656368704046,0.0417031583153734,0,0.081894351707117,0.106476072400617,0.117870686965848
"miRNA_ENSG00000264712.3__50299855__50299885",1.06887942088681,1.10225682737081,1.40261482585785,0.425430062596438,1.09837528488971,0.625547374730601,0.390561735169734,0.655154813656936,0.851808579204935,0.353612060897544
"miRNA_ENSG00000264712.3__50299870__50299900",1.06887942088681,1.10225682737081,1.40261482585785,0.425430062596438,1.09837528488971,0.625547374730601,0.390561735169734,0.655154813656936,0.851808579204935,0.353612060897544
"miRNA_ENSG00000264712.3__50299885__50299915",1.06887942088681,1.10225682737081,1.40261482585785,0.425430062596438,1.09837528488971,0.625547374730601,0.390561735169734,0.655154813656936,0.851808579204935,0.353612060897544
"miRNA_ENSG00000263629.1__59646962__59646992",0.13941905489828,0.0314930522105947,0,0.0945400139103195,0,0.166812633261494,0.216978741760964,0.081894351707117,0.0354920241335389,0.314321831908928
"miRNA_ENSG00000263629.1__59646977__59647007",0.418257164694839,0.283437469895352,0,0.141810020865479,0.0915312737408092,0.375328424838361,0.347165986817542,0.122841527560676,0.177460120667695,0.432192518874776
"miRNA_ENSG00000263629.1__59647007__59647020",0.278838109796559,0.251944417684758,0,0.0472700069551598,0.0915312737408092,0.208515791576867,0.130187245056578,0.0409471758535585,0.141968096534156,0.117870686965848
"miRNA_ENSG00000221537.1__64095024__64095054",0.092946036598853,0,0,0,0,0.12510947494612,0.0433957483521927,0,0,0.19645114494308
"miRNA_ENSG00000221537.1__64095039__64095069",0.092946036598853,0,0,0,0,0.12510947494612,0.0433957483521927,0,0,0.19645114494308
"miRNA_ENSG00000221537.1__64095054__64095084",0.13941905489828,0,0,0,0,0.12510947494612,0.0867914967043854,0,0,0.235741373931696
"miRNA_ENSG00000221537.1__64095069__64095099",0.0464730182994265,0,0.140261482585785,0.0472700069551598,0.137296910611214,0.166812633261494,0.130187245056578,0.081894351707117,0,0.039290228988616
"miRNA_ENSG00000221537.1__64095084__64095114",0.0464730182994265,0,0.140261482585785,0.0472700069551598,0.137296910611214,0.166812633261494,0.130187245056578,0.081894351707117,0,0.039290228988616
"miRNA_ENSG00000284269.1__64785626__64785656",0,0.0314930522105947,0,0,0.0457656368704046,0.0834063166307468,0.173582993408771,0.0409471758535585,0,0.078580457977232
"miRNA_ENSG00000284269.1__64785641__64785671",0.232365091497133,0.188958313263568,0.0935076550571903,0.141810020865479,0.320359458092832,0.417031583153734,0.47735323187412,0.122841527560676,0.319428217201851,0.510772976852008
"miRNA_ENSG00000284269.1__64785656__64785686",0.232365091497133,0.157465261052973,0.0935076550571903,0.141810020865479,0.320359458092832,0.333625266522987,0.303770238465349,0.081894351707117,0.319428217201851,0.432192518874776
"miRNA_ENSG00000266531.1__65044688__65044718",0.278838109796559,0.0314930522105947,0,0.0472700069551598,0.0457656368704046,0.0834063166307468,0.0433957483521927,0,0,0.157160915954464
"miRNA_ENSG00000266531.1__65044703__65044733",0.278838109796559,0.0314930522105947,0,0.0472700069551598,0.0457656368704046,0.0834063166307468,0.0433957483521927,0,0,0.157160915954464
"miRNA_ENSG00000266531.1__65044718__65044748",0.278838109796559,0.0314930522105947,0,0.0472700069551598,0.0457656368704046,0.12510947494612,0.0433957483521927,0,0,0.157160915954464
"miRNA_ENSG00000266531.1__65044733__65044763",0,0,0,0,0,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000266740.1__65335117__65335147",0,0.157465261052973,0.140261482585785,0.0472700069551598,0,0.0417031583153734,0,0.122841527560676,0.141968096534156,0
"miRNA_ENSG00000266740.1__65335132__65335162",0,0.157465261052973,0.140261482585785,0.0472700069551598,0,0.0834063166307468,0,0.122841527560676,0.141968096534156,0
"miRNA_ENSG00000266740.1__65335147__65335177",0,0,0,0,0,0.0417031583153734,0,0,0,0
"miRNA_ENSG00000207781.1__65471102__65471132",20.2157629602505,33.9180172308105,24.9665439002698,12.2429318013864,19.1300362118291,20.6013602077945,29.5525046278432,22.3981051918965,20.6208660215861,29.1533499095531
"miRNA_ENSG00000207781.1__65471117__65471147",20.2157629602505,34.0439894396529,24.9665439002698,12.2429318013864,19.1300362118291,20.6013602077945,29.5525046278432,22.3981051918965,20.6208660215861,29.1926401385417
"miRNA_ENSG00000207781.1__65471132__65471162",169.34767868311,318.741181423429,180.002235985091,228.266863586467,163.108729806122,199.966644122216,240.412445871148,201.173474968533,181.080307129316,300.020188557072
"miRNA_ENSG00000207781.1__65471147__65471177",150.293741180345,286.49229595978,156.111030117979,216.638441875497,144.80247505796,180.115940764098,212.075022197166,180.167573755657,162.517978507475,272.084835746166
"miRNA_ENSG00000207781.1__65471177__65471186",1.71950167707878,3.27527742990185,1.963660756201,3.59252052859214,1.41873474298254,1.16768843283046,0.95470646374824,0.81894351707117,1.17123679640679,1.88593099145357
"miRNA_ENSG00000273830.1__72516820__72516850",0,0,0.0467538275285951,0,0.0915312737408092,0.12510947494612,0.216978741760964,0,0.0354920241335389,0.157160915954464
"miRNA_ENSG00000273830.1__72516835__72516865",0,0,0.0467538275285951,0,0.0915312737408092,0.12510947494612,0.216978741760964,0,0.0354920241335389,0.157160915954464
